PktCount,SumPktLength,MaxPktLength,MinPktLength,MeanPktLength,SumIat,MaxIat,MinIat,MeanIat,FlowDuration,InitialWindow,SumWindow,MaxWindow,MinWindow,MeanWindow,IsTCP,isVideo
2941.0,4068015.0,1408.0,66.0,1383.208092485549,39859814.0,3065773.0,0.0,13557.75986394558,39859814.0,65535.0,243918335.0,82944.0,65535.0,82937.21013260796,1.0,0.0
2141.0,166002.0,228.0,66.0,77.53479682391406,39714152.0,1835104.0,171.0,18558.014953271027,39714152.0,65535.0,5870765567.0,5785088.0,65535.0,2742067.0560485753,1.0,0.0
17.0,3576.0,679.0,66.0,210.35294117647058,31139183.0,20006773.0,0.0,1946198.9375,31139183.0,65535.0,1397246.0,86528.0,65535.0,82190.94117647059,1.0,0.0
17.0,2418.0,583.0,66.0,142.23529411764707,30615435.0,20014078.0,0.0,1913464.6875,30615435.0,65535.0,1471486.0,90112.0,65535.0,86558.0,1.0,0.0
15.0,3044.0,679.0,66.0,202.93333333333334,29544944.0,20143008.0,184.0,2110353.1428571427,29544944.0,65535.0,995325.0,66560.0,65535.0,66355.0,1.0,0.0
14.0,1764.0,598.0,66.0,126.0,27863266.0,20149931.0,159.0,2143328.153846154,27863266.0,65535.0,930815.0,66560.0,65535.0,66486.78571428571,1.0,0.0
9.0,1348.0,583.0,66.0,149.77777777777777,2329466.0,1028610.0,320.0,291183.25,2329466.0,65535.0,752126.0,89088.0,65535.0,83569.55555555556,1.0,0.0
32.0,4780.0,874.0,66.0,149.375,44631249.99999997,20011316.0,0.0,1439717.741935483,44631249.99999997,65535.0,2988543.0,99840.0,65535.0,93391.96875,1.0,0.0
15.0,2182.0,583.0,66.0,145.46666666666667,20854339.0,19970859.0,272.0,1489595.642857143,20854339.0,65535.0,1316863.0,90112.0,65535.0,87790.86666666667,1.0,0.0
42.0,6698.0,583.0,66.0,159.47619047619048,44939372.99999997,20006953.00000003,0.0,1096082.2682926822,44939372.99999997,65535.0,4028415.0,103936.0,65535.0,95914.64285714286,1.0,0.0
9.0,1285.0,583.0,54.0,142.77777777777777,487025.0,157565.0,0.0,60878.125,487025.0,65535.0,598015.0,89088.0,0.0,66446.11111111111,1.0,0.0
33.0,5212.0,842.0,54.0,157.93939393939394,45963161.00000003,21620340.0,103.99999997019768,1436348.781250001,45963161.00000003,65535.0,1995775.0,66560.0,0.0,60478.030303030304,1.0,0.0
45.0,7656.0,778.0,54.0,170.13333333333333,46171009.0,21623235.00000003,166.0,1049341.1136363635,46171009.0,65535.0,2727935.0,66560.0,0.0,60620.77777777778,1.0,0.0
13.0,1792.0,721.0,66.0,137.84615384615384,20727988.0,20139046.0,156.0,1727332.3333333333,20727988.0,65535.0,864255.0,66560.0,65535.0,66481.15384615384,1.0,0.0
8.0,807.0,222.0,66.0,100.875,344537.0,160752.0,329.0,49219.57142857143,344537.0,65535.0,531455.0,66560.0,65535.0,66431.875,1.0,0.0
7.0,688.0,222.0,66.0,98.28571428571429,1144053.0,432927.0,1084.0,190675.5,1144053.0,65535.0,464895.0,66560.0,65535.0,66413.57142857143,1.0,0.0
38.0,11745.0,679.0,66.0,309.07894736842104,61718092.0,20024227.0,0.0,1668056.5405405406,61718092.0,65535.0,3330559.0,93696.0,65535.0,87646.28947368421,1.0,0.0
33.0,10371.0,679.0,66.0,314.27272727272725,61570554.0,20174166.0,264.0,1924079.8125,61570554.0,65535.0,2195455.0,66560.0,65535.0,66528.93939393939,1.0,0.0
3579.0,4964786.0,1408.0,66.0,1387.1992176585638,47070824.0,2974811.0,0.0,13155.624371157071,47070824.0,65535.0,296837119.0,82944.0,65535.0,82938.56356524168,1.0,0.0
